case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update
CS20 Case,$3.00,AWP,Wildfire,6,fn ,0,$135.66,99859,99945,0.087% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AWP,Wildfire,6,fn ,1,$264.61,99946,99990,0.045% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AWP,Wildfire,6,mw ,0,$87.17,99724,99858,0.135% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AWP,Wildfire,6,ft ,0,$55.96,99516,99723,0.208% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AWP,Wildfire,6,bs ,0,$31.64,99158,99515,0.358% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,★ Huntsman Knife,Case Hardened,7,mw ,0,$287.69,99991,100000,0.010% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AUG,Death by Puppy,5,fn ,0,$10.46,94021,94980,0.960% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AUG,Death by Puppy,5,fn ,1,$22.50,98669,99157,0.489% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AUG,Death by Puppy,5,mw ,0,$6.69,87857,89226,1.370% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,AUG,Death by Puppy,5,ft ,0,$5.85,86350,87856,1.507% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,FAMAS,Commemoration,6,fn ,0,$14.03,96807,97552,0.746% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,FAMAS,Commemoration,6,mw ,0,$7.82,90577,91788,1.212% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,FAMAS,Commemoration,6,ft ,1,$20.93,98145,98668,0.524% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,MP9,Hydra,5,fn ,0,$18.32,97553,98144,0.592% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,MP9,Hydra,5,mw ,0,$8.65,91789,92909,1.121% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,MP9,Hydra,5,ft ,0,$5.49,84765,86349,1.585% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,P90,Nostalgia,5,fn ,0,$11.07,95900,96806,0.907% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,P90,Nostalgia,5,mw ,0,$6.75,89227,90576,1.350% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,P90,Nostalgia,5,ft ,1,$8.68,92910,94020,1.111% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,MP5-SD,Agent,4,fn ,1,$10.98,94981,95899,0.919% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Glock-18,Sacrifice,3,fn ,0,$1.27,64995,68380,3.386% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Glock-18,Sacrifice,3,fn ,1,$4.51,82963,84764,1.802% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Glock-18,Sacrifice,3,bs ,0,$0.13,4983,9945,4.963% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,M249,Aztec,4,fn ,0,$2.20,68381,71187,2.807% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,M249,Aztec,4,mw ,1,$2.49,76536,79033,2.498% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,M249,Aztec,4,bs ,0,$0.56,57392,61470,4.079% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Five-SeveN,Buddy,4,fn ,1,$4.03,81020,82962,1.943% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,P250,Inferno,4,fn ,1,$3.98,79034,81019,1.986% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,FAMAS,Decommissioned,3,fn ,1,$2.27,71188,73892,2.705% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,FAMAS,Decommissioned,3,ft ,1,$0.18,24747,29616,4.870% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,FAMAS,Decommissioned,3,ww ,0,$0.12,1,4982,4.982% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,UMP-45,Plastique,4,mw ,1,$2.27,73893,76535,2.643% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Tec-9,Flash Out,3,fn ,1,$1.18,61471,64994,3.524% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Tec-9,Flash Out,3,ft ,0,$0.16,19841,24746,4.906% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Dual Berettas,Elite 1.6,3,fn ,0,$0.26,44008,48642,4.635% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Dual Berettas,Elite 1.6,3,mw ,1,$0.39,48643,53073,4.431% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,Dual Berettas,Elite 1.6,3,ft ,1,$0.19,29617,34453,4.837% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,SCAR-20,Assault,3,mw ,1,$0.41,53074,57391,4.318% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,SCAR-20,Assault,3,bs ,0,$0.14,14903,19840,4.938% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,SCAR-20,Assault,3,bs ,1,$0.21,39261,44007,4.747% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,MAG-7,Popdog,3,mw ,0,$0.19,34454,39260,4.807% ,https://skin.club/en/cases/open/cs20,6 days ago
CS20 Case,$3.00,MAG-7,Popdog,3,bs ,1,$0.13,9946,14902,4.957% ,https://skin.club/en/cases/open/cs20,6 days ago
Agents Case,$8.00,Guerrilla Warfare,Vypa Sista of the Revolution,6, ,0,$45.02,99802,100000,0.199% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Brazilian 1st Battalion,Primeiro Tenente,3, ,0,$32.42,99512,99801,0.290% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,The Professionals,Little Kev,4, ,0,$31.23,99209,99511,0.303% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Guerrilla Warfare,'Medium Rare' Crasswater,6, ,0,$27.07,98850,99208,0.359% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Guerrilla Warfare,Col. Mangos Dabisi,4, ,0,$26.14,98475,98849,0.375% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,The Professionals,Safecracker Voltzmann,5, ,0,$24.49,98068,98474,0.407% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Guerrilla Warfare,Trapper,4, ,0,$19.63,97531,98067,0.537% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Gendarmerie Nationale,Chem-Haz Capitaine,5, ,0,$17.71,96916,97530,0.615% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Elite Crew,Jungle Rebel,3, ,0,$17.49,96289,96915,0.627% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SAS,B Squadron Officer,3, ,0,$17.14,95643,96288,0.646% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Guerrilla Warfare,Trapper Aggressor,3, ,0,$16.11,94938,95642,0.705% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,Cmdr. Mae 'Dead Cold' Jamison,6, ,0,$15.05,94161,94937,0.777% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Phoenix,Street Soldier,3, ,0,$14.32,93325,94160,0.836% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Gendarmerie Nationale,Officer Jacques Beltram,4, ,0,$12.87,92347,93324,0.978% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,NSWC SEAL,'Blueberries' Buckshot,4, ,0,$12.16,91276,92346,1.071% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,Lieutenant 'Tree Hugger' Farlow,4, ,0,$12.14,90193,91275,1.083% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Guerrilla Warfare,Arno The Overgrown,5, ,0,$12.12,89098,90192,1.095% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,Sergeant Bombson,4, ,0,$10.08,87637,89097,1.461% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,Chem-Haz Specialist,3, ,0,$10.02,86146,87636,1.491% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Phoenix,Slingshot,4, ,0,$9.97,84623,86145,1.523% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,Bio-Haz Specialist,3, ,0,$9.87,83053,84622,1.570% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Sabre,Rezan the Redshirt,5, ,0,$9.27,81290,83052,1.763% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Gendarmerie Nationale,Sous-Lieutenant Medic,4, ,0,$8.84,79353,81289,1.937% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,John 'Van Healen' Kask,4, ,0,$8.45,77224,79352,2.129% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,SWAT,1st Lieutenant Farlow,5, ,0,$8.36,74996,77223,2.228% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Sabre Footsoldier,Dragomir,3, ,0,$7.76,72381,74995,2.615% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Gendarmerie Nationale,Aspirant,3, ,0,$7.67,69573,72380,2.808% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Elite Crew,Osiris,4, ,0,$7.42,66378,69572,3.195% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,TACP Cavalry,'Two Times' McCoy,5, ,0,$6.95,62376,66377,4.002% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,KSK,3rd Commando Company,3, ,0,$6.90,57589,62375,4.787% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,Elite Crew,Ground Rebel,3, ,0,$6.27,50630,57588,6.959% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,NSWC SEAL,Seal Team 6 Soldier,3, ,0,$6.19,42356,50629,8.274% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,FBI SWAT,Operator,3, ,0,$4.98,31230,42355,11.126% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,USAF TACP,'Two Times' McCoy,5, ,0,$4.52,17792,31229,13.438% ,https://skin.club/en/cases/open/agent_case,6 days ago
Agents Case,$8.00,NSWC SEAL,Buckshot,4, ,0,$3.66,1,17791,17.791% ,https://skin.club/en/cases/open/agent_case,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,mw ,0,$64.54,99647,99837,0.191% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,mw ,1,$113.60,99838,99947,0.110% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,ft ,0,$27.26,97660,98087,0.428% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,ft ,1,$52.73,99208,99439,0.232% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,ww ,0,$26.19,97216,97659,0.444% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,ww ,1,$51.10,98969,99207,0.239% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,bs ,0,$15.87,94808,95493,0.686% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,M4A1-S,Player Two,6,bs ,1,$39.08,98416,98722,0.307% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,★ Falchion Knife,Tiger Tooth,7,fn ,0,$238.00,99948,100000,0.053% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Glock-18,Bullet Queen,6,fn ,0,$49.47,98723,98968,0.246% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Glock-18,Bullet Queen,6,mw ,0,$14.73,91972,92705,0.734% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Glock-18,Bullet Queen,6,mw ,1,$59.28,99440,99646,0.207% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Glock-18,Bullet Queen,6,ft ,1,$25.44,96759,97215,0.457% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Glock-18,Bullet Queen,6,ww ,1,$15.37,92706,93413,0.708% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Glock-18,Bullet Queen,6,bs ,1,$15.45,93414,94117,0.704% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AK-47,Phantom Disruptor,5,fn ,1,$36.42,98088,98415,0.328% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AK-47,Phantom Disruptor,5,mw ,1,$19.01,96171,96758,0.588% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AK-47,Phantom Disruptor,5,ft ,0,$4.69,81952,83615,1.664% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AK-47,Phantom Disruptor,5,ft ,1,$12.01,90305,91169,0.865% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AK-47,Phantom Disruptor,5,bs ,0,$4.22,78397,80182,1.786% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AK-47,Phantom Disruptor,5,bs ,1,$11.66,89417,90304,0.888% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAC-10,Disco Tech,5,fn ,0,$15.80,94118,94807,0.690% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAC-10,Disco Tech,5,mw ,1,$16.07,95494,96170,0.677% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAC-10,Disco Tech,5,ft ,0,$2.95,70546,72715,2.170% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAC-10,Disco Tech,5,ft ,1,$6.91,85027,86334,1.308% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAC-10,Disco Tech,5,bs ,1,$4.16,76583,78396,1.814% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAG-7,Justice,5,fn ,0,$13.21,91170,91971,0.802% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAG-7,Justice,5,ww ,1,$4.01,74721,76582,1.862% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MAG-7,Justice,5,bs ,1,$3.48,72716,74720,2.005% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AWP,Capillary,3,fn ,1,$11.05,88488,89416,0.929% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AWP,Capillary,3,ft ,1,$1.43,60169,63028,2.860% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AWP,Capillary,3,ww ,0,$0.52,30180,33760,3.581% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AWP,Capillary,3,ww ,1,$2.22,68110,70545,2.436% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SSG 08,Fever Dream,4,fn ,1,$8.86,86335,87436,1.102% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SSG 08,Fever Dream,4,mw ,0,$1.39,57263,60168,2.906% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SSG 08,Fever Dream,4,mw ,1,$4.23,80183,81951,1.769% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SSG 08,Fever Dream,4,ft ,0,$0.62,37310,40797,3.488% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SCAR-20,Enforcer,4,fn ,1,$6.19,83616,85026,1.411% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SCAR-20,Enforcer,4,mw ,1,$2.02,63029,65594,2.566% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SCAR-20,Enforcer,4,ft ,0,$0.46,26546,30179,3.634% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SCAR-20,Enforcer,4,ww ,1,$0.66,44251,47679,3.429% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SCAR-20,Enforcer,4,bs ,1,$0.65,40798,44250,3.453% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,SG 553,Darkwing,4,fn ,1,$9.39,87437,88487,1.051% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Sawed-Off,Apocalypto,4,fn ,0,$2.08,65595,68109,2.515% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Sawed-Off,Apocalypto,4,ft ,0,$0.46,22902,26545,3.644% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Sawed-Off,Apocalypto,4,bs ,0,$0.41,15522,19224,3.703% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,P2000,Acid Etched,4,mw ,0,$0.92,50958,54175,3.218% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,P2000,Acid Etched,4,bs ,1,$0.86,47680,50957,3.278% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Desert Eagle,Blue Ply,3,mw ,0,$0.55,33761,37309,3.549% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Desert Eagle,Blue Ply,3,ft ,1,$1.10,54176,57262,3.087% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,MP5-SD,Desert Strike,3,fn ,0,$0.43,19225,22901,3.677% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AUG,Tom Cat,3,ft ,1,$0.15,3968,7915,3.948% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,AUG,Tom Cat,3,bs ,1,$0.27,7916,11746,3.831% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,Negev,Prototype,3,fn ,0,$0.33,11747,15521,3.775% ,https://skin.club/en/cases/open/prisma2,6 days ago
Prisma 2 Case,$4.50,R8 Revolver,Bone Forged,3,mw ,0,$0.14,1,3967,3.967% ,https://skin.club/en/cases/open/prisma2,6 days ago
Butterfly Knives Case,$150.00,★ Butterfly Knife,Marble Fade,7,fn ,0,$2444.14,99657,100000,0.344% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,★ Butterfly Knife,Tiger Tooth,7,fn ,0,$1918.56,99211,99656,0.446% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,★ Butterfly Knife,Case Hardened,7,bs ,0,$1298.23,98525,99210,0.686% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,★ Butterfly Knife,Crimson Web,7,ft ,0,$1107.34,97677,98524,0.848% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,★ Butterfly Knife,Night,7,ww ,0,$872.95,96482,97676,1.195% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,★ Butterfly Knife,Urban Masked,7,ft ,0,$805.11,94986,96481,1.496% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,Desert Eagle,Sunset Storm 弐,4,fn ,0,$303.77,89509,94985,5.477% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,AK-47,Bloodsport,6,fn ,0,$143.69,80588,89508,8.921% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,M4A1-S,Player Two,6,mw ,1,$113.60,69243,80587,11.345% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,USP-S,The Traitor,6,fn ,0,$60.51,54869,69242,14.374% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,M4A4,Hellfire,5,fn ,0,$57.88,38638,54868,16.231% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,Glock-18,Bullet Queen,6,fn ,0,$49.47,20442,38637,18.196% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Butterfly Knives Case,$150.00,Desert Eagle,Code Red,6,ww ,1,$39.01,1,20441,20.441% ,https://skin.club/en/cases/open/butterfly_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Fade,7,fn ,0,$3068.50,99369,100000,0.632% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Fade,7,fn ,1,$2902.16,98768,99368,0.601% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Lore,7,mw ,0,$1479.30,95743,96058,0.316% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Lore,7,ft ,0,$1250.00,94003,94270,0.268% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Lore,7,fn ,0,$2087.91,97824,98264,0.441% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Autotronic,7,mw ,0,$1511.50,96059,96381,0.323% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Autotronic,7,ft ,0,$1795.66,97061,97441,0.381% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Autotronic,7,bs ,0,$1050.00,93307,93532,0.226% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Black Laminate,7,ft ,0,$1376.67,94841,95134,0.294% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Black Laminate,7,ft ,1,$1414.76,95135,95436,0.302% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Black Laminate,7,ww ,0,$930.10,92452,92651,0.200% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Ultraviolet,7,ft ,0,$885.95,91871,92061,0.191% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Ultraviolet,7,bs ,0,$1061.07,93533,93760,0.228% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Ultraviolet,7,bs ,1,$677.54,90229,90374,0.146% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Gamma Doppler,7,fn ,0,$2394.66,98265,98767,0.503% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Freehand,7,mw ,0,$807.40,91331,91504,0.174% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Freehand,7,ft ,0,$836.61,91505,91684,0.180% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Freehand,7,bs ,1,$691.49,90524,90672,0.149% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Urban Masked,7,ft ,0,$576.71,77344,83674,6.331% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Urban Masked,7,ww ,0,$805.00,91157,91330,0.174% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Urban Masked,7,bs ,0,$552.81,64474,70982,6.509% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Crimson Web,7,ft ,0,$1036.10,93084,93306,0.223% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Crimson Web,7,bs ,0,$887.44,92062,92252,0.191% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Blue Steel,7,ww ,0,$997.68,92652,92866,0.215% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Blue Steel,7,bs ,0,$924.94,92253,92451,0.199% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Night,7,ft ,0,$1126.36,93761,94002,0.242% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Night,7,bs ,0,$673.64,90083,90228,0.146% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Vanilla,7, ,0,$1800.00,97442,97823,0.382% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Doppler,7,mw ,0,$1616.75,96717,97060,0.344% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Marble Fade,7,fn ,0,$1572.74,96382,96716,0.335% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Boreal Forest,7,ft ,0,$583.59,83675,89951,6.277% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Boreal Forest,7,ww ,0,$862.76,91685,91870,0.186% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Tiger Tooth,7,fn ,0,$1432.96,95437,95742,0.306% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Bright Water,7,ft ,0,$703.54,90673,90824,0.152% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
Karambit Knives Case,$600.00,★ Karambit,Bright Water,7,ft ,1,$688.00,90375,90523,0.149% ,https://skin.club/en/cases/open/karambit_knives,6 days ago
