case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update
Anubis Case,$3.00,MP7,Sunbaked,1,ww ,0,$0.04,5681,8518,2.838% ,https://skin.club/en/cases/open/anubis,6 days ago
Sands of Anubis Case,$5.00,M4A4,Eye of Horus,6,mw ,0,$373.67,99926,100000,0.075% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,P250,Apep's Curse,5,mw ,0,$59.33,99460,99925,0.466% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,P250,Apep's Curse,5,ft ,0,$35.20,97444,98227,0.784% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,M4A1-S,Golden Coil,6,ft ,0,$57.21,98975,99459,0.485% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,FAMAS,Waters of Nephthys,5,ft ,0,$36.52,98228,98974,0.747% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,AWP,Man-o'-war,6,mw ,0,$33.17,96599,97443,0.845% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Glock-18,Ramese's Reach,4,mw ,0,$11.18,94546,96598,2.053% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,M4A4,Desert-Strike,6,fn ,0,$7.03,89070,91987,2.918% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,M4A4,Desert-Strike,6,ft ,0,$3.49,58769,64066,5.298% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,P90,ScaraB Rush,4,mw ,0,$8.22,91988,94545,2.558% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,AK-47,Legion of Anubis,6,ft ,0,$7.03,85960,89069,3.110% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Five-SeveN,Copper Galaxy,4,mw ,0,$5.71,82357,85959,3.603% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Nova,Sobek's Bite,4,ft ,0,$5.06,78414,82356,3.943% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,PP-Bizon,Judgement of Anubis,6,ft ,0,$3.88,73912,78413,4.502% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,UMP-45,Gold Bismuth,4,ft ,0,$3.65,69112,73911,4.800% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,XM1014,Entombed,5,ft ,0,$3.58,64067,69111,5.045% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,AWP,Black Nile,3,ft ,0,$2.05,52534,58768,6.235% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Desert Eagle,Corinthian,3,mw ,1,$2.01,46040,52533,6.494% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,PP-Bizon,Osiris,4,fn ,0,$1.81,39188,46039,6.852% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,AK-47,Steel Delta,3,ft ,0,$1.53,31907,39187,7.281% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,MAG-7,Copper Coated,3,mw ,0,$1.42,24364,31906,7.543% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Galil AR,Sandstorm,3,ft ,0,$1.18,16500,24363,7.864% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Dual Berettas,Flora Carnivora,4,mw ,0,$1.07,8398,16499,8.102% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Sands of Anubis Case,$5.00,Tec-9,Mummy's Rot,3,ft ,0,$0.92,1,8397,8.397% ,https://skin.club/en/cases/open/sands-of-anubis,6 days ago
Electric Dreams Case,$4.00,M4A1-S,Printstream,6,ft ,0,$236.23,99952,100000,0.049% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,USP-S,Printstream,6,ft ,0,$40.47,99296,99601,0.306% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,USP-S,Printstream,6,mw ,0,$71.21,99782,99951,0.170% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,Desert Eagle,Cobalt Disruption,5,mw ,0,$67.54,99602,99781,0.180% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,Desert Eagle,Printstream,6,ft ,0,$40.12,98986,99295,0.310% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,M4A1-S,Mecha Industries,6,ft ,0,$26.06,98495,98985,0.491% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,AK-47,Head Shot,6,ww ,1,$20.67,97863,98494,0.632% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,M4A4,Temukau,6,ft ,0,$14.68,96946,97862,0.917% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,P250,Cartel,5,mw ,0,$6.82,88058,90823,2.766% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,P250,Cartel,5,ft ,0,$4.88,78619,84050,5.432% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,AK-47,Blue Laminate,4,mw ,0,$10.70,95649,96945,1.297% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,AK-47,Nightwish,6,ft ,0,$10.61,94294,95648,1.355% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,M4A4,The Emperor,6,ww ,0,$10.47,92853,94293,1.441% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,UMP-45,Momentum,5,fn ,0,$8.14,90824,92852,2.029% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,AWP,Exoskeleton,4,mw ,0,$5.53,84051,88057,4.007% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,P90,Module,3,mw ,0,$2.76,70276,78618,8.343% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,Five-SeveN,Fowl Play,5,ww ,0,$2.00,59605,70275,10.671% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,AUG,Momentum,5,ww ,0,$1.74,47163,59604,12.442% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,USP-S,Torque,3,fn ,0,$1.63,33259,47162,13.904% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,UMP-45,Scaffold,4,ww ,0,$1.33,1,17355,17.355% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Electric Dreams Case,$4.00,SSG 08,Ghost Crusader,4,mw ,0,$1.33,17356,33258,15.903% ,https://skin.club/en/cases/open/electric-dreams,6 days ago
Canon Event Case,$12.00,★ Butterfly Knife,Crimson Web,7,ft ,0,$1107.34,99980,100000,0.021% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Skeleton Knife,Crimson Web,7,ft ,0,$792.67,99947,99979,0.033% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Bayonet,Damascus Steel,7,ft ,0,$300.82,99628,99725,0.098% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Bayonet,Damascus Steel,7,ft ,1,$339.37,99726,99812,0.087% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,Desert Eagle,Fennec Fox,5,fn ,0,$500.99,99890,99946,0.057% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Stiletto Knife,Crimson Web,7,ft ,0,$376.87,99813,99889,0.077% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Specialist Gloves,Crimson Web,7,ft ,0,$259.05,99513,99627,0.115% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Huntsman Knife,Autotronic,7,ft ,0,$248.06,99392,99512,0.121% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Moto Gloves,Blood Pressure,7,ft ,0,$235.84,99265,99391,0.127% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,★ Flip Knife,Ultraviolet,7,ft ,0,$203.37,99116,99264,0.149% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,AK-47,Bloodsport,6,fn ,0,$144.03,98901,99115,0.215% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,AK-47,Neon Rider,6,ft ,0,$44.03,98137,98900,0.764% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,USP-S,Kill Confirmed,6,ft ,0,$43.96,97350,98136,0.787% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,Five-SeveN,Fairy Tale,5,mw ,0,$36.85,96365,97349,0.985% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,AK-47,Orbit Mk01,4,ft ,0,$15.85,93935,96364,2.430% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,Glock-18,Neo-Noir,6,ft ,0,$12.56,90737,93934,3.198% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,Galil AR,Chromatic Aberration,5,mw ,1,$12.55,87079,90736,3.658% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,USP-S,Neo-Noir,6,ft ,0,$12.51,82766,87078,4.313% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,M4A1-S,Decimator,5,ft ,0,$10.30,77097,82765,5.669% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,AWP,Chromatic Aberration,6,ft ,0,$8.48,70029,77096,7.068% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,MAC-10,Neon Rider,6,ft ,0,$6.69,61399,70028,8.630% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,M4A4,Desolate Space,5,ft ,0,$6.27,51461,61398,9.938% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,USP-S,Guardian,4,mw ,0,$5.68,40331,51460,11.130% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,M4A1-S,Night Terror,4,bs ,1,$5.53,28372,40330,11.959% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,Glock-18,Water Elemental,5,ft ,0,$4.53,15028,28371,13.344% ,https://skin.club/en/cases/open/canon-event,6 days ago
Canon Event Case,$12.00,M4A4,Tooth Fairy,5,ft ,0,$3.54,1,15027,15.027% ,https://skin.club/en/cases/open/canon-event,6 days ago
Scratcher Case,$0.50,Sticker,Magic Rush Ball (Lenticular),6, ,0,$19.42,99880,100000,0.121% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Global TV (Lenticular),6, ,0,$4.10,99298,99879,0.582% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Ethereal Gaze (Foil),5, ,0,$2.67,98410,99297,0.888% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Vortigaunt (Holo),4, ,0,$2.58,97487,98409,0.923% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Lurker (Foil),5, ,0,$2.40,96489,97486,0.998% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Toxic (Foil),5, ,0,$2.26,95404,96488,1.085% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Gold Nova,3, ,0,$2.22,94261,95403,1.143% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Bite Me (Foil),5, ,0,$1.29,92292,94260,1.969% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Queen Of Pain,3, ,0,$1.03,89760,92291,2.532% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Cyber Chicken (Holo),4, ,0,$0.55,85790,89759,3.970% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Global Elite,3, ,0,$0.43,80925,85789,4.865% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Web Stuck,3, ,0,$0.38,75218,80924,5.707% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Good Versus Evil,3, ,0,$0.37,68739,75217,6.479% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Lurker,3, ,0,$0.37,61533,68738,7.206% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Bite Me,3, ,0,$0.26,53141,61532,8.392% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Silver,3, ,0,$0.23,43887,53140,9.254% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Green's Problem,3, ,0,$0.22,34013,43886,9.874% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Call Your Flashes,3, ,0,$0.18,23430,34012,10.583% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,Full Buy,3, ,0,$0.17,12296,23429,11.134% ,https://skin.club/en/cases/open/scratcher,6 days ago
Scratcher Case,$0.50,Sticker,"Run T, Run",3, ,0,$0.10,1,12295,12.295% ,https://skin.club/en/cases/open/scratcher,6 days ago
New Gen TOP Case,$2.00,Sticker,s1mple (Gold) | Paris 2023,6, ,0,$48.09,99804,100000,0.197% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,s1mple (Gold) | Stockholm 2021,6, ,0,$34.39,99528,99803,0.276% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,ZywOo (Gold) | Stockholm 2021,6, ,0,$29.85,99210,99527,0.318% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,ZywOo (Gold) | Antwerp 2022,6, ,0,$21.48,98770,99209,0.440% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,s1mple (Holo) | Antwerp 2022,5, ,0,$18.72,98265,98769,0.505% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,"ZywOo (Gold, Champion) | Paris 2023",6, ,0,$8.08,97160,98264,1.105% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,"rain (Gold, Champion) | Antwerp 2022",6, ,0,$7.33,95943,97159,1.217% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,NiKo (Holo) | Stockholm 2021,4, ,0,$6.94,94648,95942,1.295% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,ropz (Holo) | Paris 2023,5, ,0,$5.60,93071,94647,1.577% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,m0NESY (Holo) | Paris 2023,5, ,0,$5.09,91318,93070,1.753% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,s1mple (Foil) | Berlin 2019,4, ,0,$5.03,89490,91317,1.828% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,"broky (Gold, Champion) | Antwerp 2022",6, ,0,$4.38,87385,89489,2.105% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,NiKo | Berlin 2019,3, ,0,$2.23,84137,87384,3.248% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,cadiaN (Holo) | Paris 2023,5, ,0,$2.09,80564,84136,3.573% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,ZywOo (Holo) | Paris 2023,5, ,0,$2.05,76665,80563,3.899% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,Twistzz (Holo) | Paris 2023,5, ,0,$1.89,72262,76664,4.403% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,broky (Holo) | Paris 2023,5, ,0,$1.18,66834,72261,5.428% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,sdy (Holo) | Paris 2023,5, ,0,$1.11,60849,66833,5.985% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,yuurih (Holo) | Paris 2023,5, ,0,$0.91,54129,60848,6.720% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,s1mple (Glitter) | Paris 2023,4, ,0,$0.71,46631,54128,7.498% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,sh1ro (Holo) | Stockholm 2021,4, ,0,$0.58,38412,46630,8.219% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,Spinx (Holo) | Paris 2023,5, ,0,$0.35,20250,29520,9.271% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,YEKINDAR (Holo) | Paris 2023,5, ,0,$0.35,29521,38411,8.891% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,b1t (Holo) | Stockholm 2021,4, ,0,$0.24,10458,20249,9.792% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
New Gen TOP Case,$2.00,Sticker,ZywOo (Glitter) | Paris 2023,4, ,0,$0.08,1,10457,10.457% ,https://skin.club/en/cases/open/new-gen-top,6 days ago
Dual Gleam Case,$10.00,Sticker,Crown (Foil),5, ,0,$573.41,99820,100000,0.181% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,ScreaM (Foil) | Atlanta 2017,5, ,0,$121.21,99015,99819,0.805% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Flammable (Foil),5, ,0,$117.40,98172,99014,0.843% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Swag (Foil),5, ,0,$63.44,96735,98171,1.437% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Stupid Banana (Foil),5, ,0,$32.16,94468,96734,2.267% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,TSM Kinguin | Katowice 2015,3, ,0,$11.23,91029,94467,3.439% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Global Elite (Foil),5, ,0,$10.94,87332,91028,3.697% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,kennyS | Krakow 2017,3, ,0,$10.44,83351,87331,3.981% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Dragon Lore (Foil),5, ,0,$9.10,79041,83350,4.310% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Dragon Lore Surf Ava (Foil),5, ,0,$7.34,74413,79040,4.628% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Hypnotic Surf K (Foil),5, ,0,$6.67,69598,74412,4.815% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Bullet Hell (Foil),5, ,0,$6.03,64598,69597,5.000% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Stone Scales (Foil),5, ,0,$5.04,59382,64597,5.216% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Ace Devil (Foil),5, ,0,$4.67,54023,59381,5.359% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Lucky Cat (Foil),3, ,0,$4.60,48560,54022,5.463% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,G2 Esports (Gold) | Paris 2023,6, ,0,$3.26,42856,48559,5.704% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Phoenix (Foil),3, ,0,$2.89,37024,42855,5.832% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Dust FA (Foil),5, ,0,$2.65,31087,37023,5.937% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,FaZe Clan (Gold) | Paris 2023,6, ,0,$1.97,24996,31086,6.091% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Legendary (Foil),5, ,0,$1.95,18848,24995,6.148% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Silver (Foil),5, ,0,$1.67,12625,18847,6.223% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,9INE (Gold) | Paris 2023,6, ,0,$1.52,6343,12624,6.282% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Dual Gleam Case,$10.00,Sticker,Monte (Gold) | Paris 2023,6, ,0,$1.37,1,6342,6.342% ,https://skin.club/en/cases/open/dual-gleam,6 days ago
Holo-mania Case,$7.00,Sticker,Ninjas in Pyjamas (Holo) | Katowice 2015,4, ,0,$95.38,99851,100000,0.150% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,mousesports (Holo) | Atlanta 2017,4, ,0,$67.26,99014,99850,0.837% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Opal Flick (Holo),4, ,0,$21.22,96940,99013,2.074% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Gambit Gaming (Holo) | Atlanta 2017,4, ,0,$19.13,95008,96939,1.932% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Cloud9 (Holo) | Antwerp 2022,5, ,0,$14.76,93434,95007,1.574% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Miami Buttery (Holo),4, ,0,$12.94,92023,93433,1.411% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,MOUZ (Holo) | Stockholm 2021,4, ,0,$12.54,90648,92022,1.375% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Dead Eye (Holo),4, ,0,$11.89,89332,90647,1.316% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Watermelon Tier6 (Holo),4, ,0,$10.05,88182,89331,1.150% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Abalone Strafe (Holo),4, ,0,$9.94,87041,88181,1.141% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Miami Flick (Holo),4, ,0,$9.86,85907,87040,1.134% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Watermelon Strafe (Holo),4, ,0,$8.41,84900,85906,1.007% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Firestarter (Holo),3, ,0,$4.67,48944,84899,35.956% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Incineration (Holo),4, ,0,$4.36,26492,48943,22.452% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Bish (Holo),4, ,0,$3.93,15549,26491,10.943% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,V For Victory (Holo),4, ,0,$3.62,9386,15548,6.163% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,First Blood (Holo),4, ,0,$3.44,5080,9385,4.306% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Killjoy (Holo),4, ,0,$3.09,3065,5079,2.015% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Infinite Triangle (Holo),4, ,0,$2.92,1719,3064,1.346% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Stan (Holo),4, ,0,$2.89,468,1718,1.251% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Unicorn (Holo),4, ,0,$2.46,75,467,0.393% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,T Rush (Holo),4, ,0,$1.92,10,74,0.065% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Teamwork (Holo),4, ,0,$1.32,6,9,0.004% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,Sneaky Beaky Dept. (Holo),4, ,0,$1.31,2,5,0.004% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Holo-mania Case,$7.00,Sticker,OG (Holo) | Rio 2022,5, ,0,$0.57,1,1,0.001% ,https://skin.club/en/cases/open/holo-mania,6 days ago
Shinigami Tales Case,$1.00,M4A1-S,Golden Coil,6,mw ,0,$96.80,99976,100000,0.025% ,https://skin.club/en/cases/open/bleach,6 days ago
Shinigami Tales Case,$1.00,AWP,Wildfire,6,ft ,0,$55.96,99920,99975,0.056% ,https://skin.club/en/cases/open/bleach,6 days ago
Shinigami Tales Case,$1.00,MAC-10,Gold Brick,4,ft ,0,$45.43,99849,99919,0.071% ,https://skin.club/en/cases/open/bleach,6 days ago
Shinigami Tales Case,$1.00,AK-47,The Empress,6,ft ,0,$32.55,99746,99848,0.103% ,https://skin.club/en/cases/open/bleach,6 days ago
Shinigami Tales Case,$1.00,M4A1-S,Chantico's Fire,6,ft ,0,$25.46,99613,99745,0.133% ,https://skin.club/en/cases/open/bleach,6 days ago
Shinigami Tales Case,$1.00,M4A4,Buzz Kill,6,mw ,0,$11.26,99300,99612,0.313% ,https://skin.club/en/cases/open/bleach,6 days ago
Shinigami Tales Case,$1.00,SSG 08,Dragonfire,6,ft ,0,$11.15,98982,99299,0.318% ,https://skin.club/en/cases/open/bleach,6 days ago
