case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update,return,return_p
25th Anniversary Case,25.0,Desert Eagle,Printstream,6,ft,0,40.12,93714,95269,1.556,https://skin.club/en/cases/open/25-anniversary,6 days ago,15.119999999999997,60.47999999999999
25th Anniversary Case,25.0,M4A1-S,Bright Water,4,mw,0,26.85,90615,93713,3.099,https://skin.club/en/cases/open/25-anniversary,6 days ago,1.8500000000000014,7.400000000000006
25th Anniversary Case,25.0,Glock-18,Vogue,5,fn,1,23.56,86202,90614,4.413,https://skin.club/en/cases/open/25-anniversary,6 days ago,-1.4400000000000013,-5.760000000000005
25th Anniversary Case,25.0,AK-47,Nightwish,6,mw,0,21.91,80118,86201,6.084,https://skin.club/en/cases/open/25-anniversary,6 days ago,-3.09,-12.36
25th Anniversary Case,25.0,AK-47,Legion of Anubis,6,ft,1,21.69,71857,80117,8.261,https://skin.club/en/cases/open/25-anniversary,6 days ago,-3.3099999999999987,-13.239999999999995
25th Anniversary Case,25.0,M4A4,Temukau,6,ft,0,14.68,57308,71856,14.549,https://skin.club/en/cases/open/25-anniversary,6 days ago,-10.32,-41.28000000000001
25th Anniversary Case,25.0,USP-S,Jawbreaker,5,mw,0,14.25,40964,57307,16.344,https://skin.club/en/cases/open/25-anniversary,6 days ago,-10.75,-43.00000000000001
25th Anniversary Case,25.0,M4A1-S,Black Lotus,5,ft,0,12.83,22186,40963,18.778,https://skin.club/en/cases/open/25-anniversary,6 days ago,-12.17,-48.68
25th Anniversary Case,25.0,M4A4,Desolate Space,5,mw,0,9.81,1,22185,22.185,https://skin.club/en/cases/open/25-anniversary,6 days ago,-15.19,-60.76
kaeryka Case,9.0,★ M9 Bayonet,Doppler,7,fn,0,1370.34,100000,100000,0.001,https://skin.club/en/cases/open/kaeryka-case,6 days ago,1361.34,15126.0
kaeryka Case,9.0,★ Stiletto Knife,Doppler,7,fn,0,716.46,99786,99999,0.214,https://skin.club/en/cases/open/kaeryka-case,6 days ago,707.46,7860.666666666667
kaeryka Case,9.0,★ Bayonet,Doppler,7,fn,0,645.55,99493,99785,0.293,https://skin.club/en/cases/open/kaeryka-case,6 days ago,636.55,7072.777777777777
kaeryka Case,9.0,★ Flip Knife,Doppler,7,fn,0,505.6,99035,99492,0.458,https://skin.club/en/cases/open/kaeryka-case,6 days ago,496.6,5517.777777777777
kaeryka Case,9.0,USP-S,Printstream,6,ft,0,40.47,94345,99034,4.69,https://skin.club/en/cases/open/kaeryka-case,6 days ago,31.47,349.66666666666663
kaeryka Case,9.0,R8 Revolver,Crazy 8,4,ww,0,0.5,48163,94344,46.182,https://skin.club/en/cases/open/kaeryka-case,6 days ago,-8.5,-94.44444444444444
kaeryka Case,9.0,Sawed-Off,Apocalypto,4,ft,0,0.46,1,48162,48.162,https://skin.club/en/cases/open/kaeryka-case,6 days ago,-8.54,-94.88888888888889
Maze Trip Case,1000.0,M4A4,Howl,6,fn,0,7158.95,99331,100000,0.67,https://skin.club/en/cases/open/maze-trip,6 days ago,6158.95,615.895
Maze Trip Case,1000.0,AWP,Dragon Lore,6,ft,0,7059.1,98642,99330,0.689,https://skin.club/en/cases/open/maze-trip,6 days ago,6059.1,605.91
Maze Trip Case,1000.0,★ Sport Gloves,Hedge Maze,7,ft,0,4603.51,97567,98641,1.075,https://skin.club/en/cases/open/maze-trip,6 days ago,3603.51,360.351
Maze Trip Case,1000.0,★ M9 Bayonet,Lore,7,fn,0,3182.99,96017,97566,1.55,https://skin.club/en/cases/open/maze-trip,6 days ago,2182.99,218.29899999999998
Maze Trip Case,1000.0,AWP,The Prince,6,mw,0,3080.74,94382,96016,1.635,https://skin.club/en/cases/open/maze-trip,6 days ago,2080.74,208.07399999999996
Maze Trip Case,1000.0,M4A1-S,Welcome to the Jungle,6,fn,0,2772.97,92486,94381,1.896,https://skin.club/en/cases/open/maze-trip,6 days ago,1772.9699999999998,177.29699999999997
Maze Trip Case,1000.0,★ Butterfly Knife,Lore,7,mw,0,2337.17,90118,92485,2.368,https://skin.club/en/cases/open/maze-trip,6 days ago,1337.17,133.71699999999998
Maze Trip Case,1000.0,★ Karambit,Lore,7,fn,0,2087.91,87255,90117,2.863,https://skin.club/en/cases/open/maze-trip,6 days ago,1087.9099999999999,108.791
Maze Trip Case,1000.0,★ Sport Gloves,Arid,7,mw,0,1350.1,82948,87254,4.307,https://skin.club/en/cases/open/maze-trip,6 days ago,350.0999999999999,35.00999999999999
Maze Trip Case,1000.0,AK-47,X-Ray,6,mw,0,1234.07,77742,82947,5.206,https://skin.club/en/cases/open/maze-trip,6 days ago,234.06999999999994,23.406999999999996
Maze Trip Case,1000.0,★ Sport Gloves,Scarlet Shamagh,7,mw,0,719.56,70480,77741,7.262,https://skin.club/en/cases/open/maze-trip,6 days ago,-280.44000000000005,-28.043999999999997
Maze Trip Case,1000.0,★ Talon Knife,Tiger Tooth,7,fn,0,712.3,62133,70479,8.347,https://skin.club/en/cases/open/maze-trip,6 days ago,-287.70000000000005,-28.77000000000001
Maze Trip Case,1000.0,★ Kukri Knife,Slaughter,7,mw,0,504.94,51930,62132,10.203,https://skin.club/en/cases/open/maze-trip,6 days ago,-495.06,-49.50600000000001
Maze Trip Case,1000.0,★ Sport Gloves,Omega,7,ft,0,458.48,40565,51929,11.365,https://skin.club/en/cases/open/maze-trip,6 days ago,-541.52,-54.152
Maze Trip Case,1000.0,★ Bowie Knife,Marble Fade,7,fn,0,428.0,28261,40564,12.304,https://skin.club/en/cases/open/maze-trip,6 days ago,-572.0,-57.2
Maze Trip Case,1000.0,★ Specialist Gloves,Fade,7,ft,0,386.12,14898,28260,13.363,https://skin.club/en/cases/open/maze-trip,6 days ago,-613.88,-61.388
Maze Trip Case,1000.0,★ Bayonet,Damascus Steel,7,ft,0,304.91,1,14897,14.897,https://skin.club/en/cases/open/maze-trip,6 days ago,-695.0899999999999,-69.509
God’s Spear Case,1250.0,AK-47,Wild Lotus,6,fn,0,15025.29,99879,100000,0.122,https://skin.club/en/cases/open/gods-spear,20 days ago,13775.29,1102.0232
God’s Spear Case,1250.0,★ Sport Gloves,Pandora's Box,7,mw,0,12631.46,99585,99878,0.294,https://skin.club/en/cases/open/gods-spear,20 days ago,11381.46,910.5167999999999
God’s Spear Case,1250.0,AWP,Gungnir,6,mw,0,12040.96,99260,99584,0.325,https://skin.club/en/cases/open/gods-spear,20 days ago,10790.96,863.2767999999999
God’s Spear Case,1250.0,★ Sport Gloves,Superconductor,7,mw,0,5634.56,98514,99259,0.746,https://skin.club/en/cases/open/gods-spear,20 days ago,4384.56,350.76480000000004
God’s Spear Case,1250.0,AWP,Medusa,6,fn,0,5482.77,97698,98513,0.816,https://skin.club/en/cases/open/gods-spear,20 days ago,4232.77,338.6216
God’s Spear Case,1250.0,★ Specialist Gloves,Crimson Kimono,7,mw,0,4398.06,96589,97697,1.109,https://skin.club/en/cases/open/gods-spear,20 days ago,3148.0600000000004,251.84480000000002
God’s Spear Case,1250.0,M4A4,Howl,6,ft,0,4134.76,95077,96588,1.512,https://skin.club/en/cases/open/gods-spear,20 days ago,2884.76,230.7808
God’s Spear Case,1250.0,★ Butterfly Knife,Doppler,7,fn,0,2672.63,92866,95076,2.211,https://skin.club/en/cases/open/gods-spear,20 days ago,1422.63,113.81040000000002
God’s Spear Case,1250.0,★ Moto Gloves,Spearmint,7,ft,0,2403.57,90048,92865,2.818,https://skin.club/en/cases/open/gods-spear,20 days ago,1153.5700000000002,92.28560000000002
God’s Spear Case,1250.0,★ M9 Bayonet,Gamma Doppler,7,fn,0,2026.49,86644,90047,3.404,https://skin.club/en/cases/open/gods-spear,20 days ago,776.49,62.119200000000006
God’s Spear Case,1250.0,★ M9 Bayonet,Doppler,7,fn,0,1367.69,81913,86643,4.731,https://skin.club/en/cases/open/gods-spear,20 days ago,117.69000000000005,9.415199999999999
God’s Spear Case,1250.0,★ Skeleton Knife,Slaughter,7,mw,0,1150.0,76296,81912,5.617,https://skin.club/en/cases/open/gods-spear,20 days ago,-100.0,-8.0
God’s Spear Case,1250.0,★ Bayonet,Gamma Doppler,7,fn,0,915.98,62086,76295,14.21,https://skin.club/en/cases/open/gods-spear,20 days ago,-334.02,-26.721599999999995
God’s Spear Case,1250.0,M4A1-S,Blue Phosphor,5,fn,0,804.95,47374,62085,14.712,https://skin.club/en/cases/open/gods-spear,20 days ago,-445.04999999999995,-35.603999999999985
God’s Spear Case,1250.0,★ Stiletto Knife,Doppler,7,fn,0,717.37,25544,47373,21.83,https://skin.club/en/cases/open/gods-spear,20 days ago,-532.63,-42.610400000000006
God’s Spear Case,1250.0,★ Ursus Knife,Doppler,7,fn,0,442.49,1,25543,25.543,https://skin.club/en/cases/open/gods-spear,20 days ago,-807.51,-64.60079999999999
Team Vitality Case,4.5,AK-47,Fuel Injector,6,fn,0,478.32,99996,100000,0.005,https://skin.club/en/cases/open/vitality,6 days ago,473.82,10529.333333333334
Team Vitality Case,4.5,★ Sport Gloves,Omega,7,bs,0,394.84,99984,99995,0.012,https://skin.club/en/cases/open/vitality,6 days ago,390.34,8674.22222222222
Team Vitality Case,4.5,★ Huntsman Knife,Lore,7,fn,0,359.25,99968,99983,0.016,https://skin.club/en/cases/open/vitality,6 days ago,354.75,7883.333333333333
Team Vitality Case,4.5,★ Hand Wraps,CAUTION!,7,ft,0,280.23,99940,99967,0.028,https://skin.club/en/cases/open/vitality,6 days ago,275.73,6127.333333333334
Team Vitality Case,4.5,★ Specialist Gloves,Field Agent,7,ft,0,254.08,99907,99939,0.033,https://skin.club/en/cases/open/vitality,6 days ago,249.58,5546.222222222223
Team Vitality Case,4.5,M4A1-S,Printstream,6,ft,0,236.23,99870,99906,0.037,https://skin.club/en/cases/open/vitality,6 days ago,231.73,5149.555555555556
Team Vitality Case,4.5,AWP,Wildfire,6,mw,0,86.78,99744,99869,0.126,https://skin.club/en/cases/open/vitality,6 days ago,82.28,1828.4444444444446
Team Vitality Case,4.5,M4A1-S,Golden Coil,6,ft,0,57.16,99547,99743,0.197,https://skin.club/en/cases/open/vitality,6 days ago,52.66,1170.2222222222222
Team Vitality Case,4.5,USP-S,Printstream,6,ft,0,40.47,99260,99546,0.287,https://skin.club/en/cases/open/vitality,6 days ago,35.97,799.3333333333333
Team Vitality Case,4.5,Desert Eagle,Printstream,6,ft,0,40.12,98970,99259,0.29,https://skin.club/en/cases/open/vitality,6 days ago,35.62,791.5555555555554
Team Vitality Case,4.5,AK-47,The Empress,6,ft,0,32.55,98605,98969,0.365,https://skin.club/en/cases/open/vitality,6 days ago,28.049999999999997,623.3333333333333
Team Vitality Case,4.5,M4A1-S,Chantico's Fire,6,ft,0,25.36,98122,98604,0.483,https://skin.club/en/cases/open/vitality,6 days ago,20.86,463.55555555555554
Team Vitality Case,4.5,Glock-18,Ramese's Reach,4,fn,0,16.47,97328,98121,0.794,https://skin.club/en/cases/open/vitality,6 days ago,11.969999999999999,265.99999999999994
Team Vitality Case,4.5,M4A4,Buzz Kill,6,mw,0,11.26,96061,97327,1.267,https://skin.club/en/cases/open/vitality,6 days ago,6.76,150.2222222222222
Team Vitality Case,4.5,AK-47,Nightwish,6,ft,0,10.61,94610,96060,1.451,https://skin.club/en/cases/open/vitality,6 days ago,6.109999999999999,135.77777777777777
Team Vitality Case,4.5,FAMAS,Commemoration,6,ft,0,6.83,91777,94609,2.833,https://skin.club/en/cases/open/vitality,6 days ago,2.33,51.7777777777778
Team Vitality Case,4.5,Glock-18,Bullet Queen,6,ft,0,6.73,88208,91776,3.569,https://skin.club/en/cases/open/vitality,6 days ago,2.2300000000000004,49.55555555555557
Team Vitality Case,4.5,FAMAS,Eye of Athena,5,ft,0,5.02,81845,88207,6.363,https://skin.club/en/cases/open/vitality,6 days ago,0.5199999999999996,11.555555555555543
Team Vitality Case,4.5,Tec-9,Fuel Injector,5,ft,0,3.19,72432,81844,9.413,https://skin.club/en/cases/open/vitality,6 days ago,-1.31,-29.111111111111114
Team Vitality Case,4.5,P250,Asiimov,5,ww,0,2.71,60979,72431,11.453,https://skin.club/en/cases/open/vitality,6 days ago,-1.79,-39.77777777777778
Team Vitality Case,4.5,P250,Wingshot,4,mw,0,2.59,47953,60978,13.026,https://skin.club/en/cases/open/vitality,6 days ago,-1.9100000000000001,-42.44444444444445
Team Vitality Case,4.5,Five-SeveN,Monkey Business,5,ft,0,2.49,33597,47952,14.356,https://skin.club/en/cases/open/vitality,6 days ago,-2.01,-44.666666666666664
Team Vitality Case,4.5,MP7,Abyssal Apparition,5,ft,0,1.78,17627,33596,15.97,https://skin.club/en/cases/open/vitality,6 days ago,-2.7199999999999998,-60.44444444444444
Team Vitality Case,4.5,MAG-7,Heat,4,mw,0,1.19,1,17626,17.626,https://skin.club/en/cases/open/vitality,6 days ago,-3.31,-73.55555555555556
Honey Case,7.0,★ Bayonet,Tiger Tooth,7,mw,0,608.42,99986,100000,0.015,https://skin.club/en/cases/open/honey,6 days ago,601.42,8591.714285714284
Honey Case,7.0,★ Specialist Gloves,Tiger Strike,7,ft,0,561.94,99967,99985,0.019,https://skin.club/en/cases/open/honey,6 days ago,554.94,7927.714285714286
Honey Case,7.0,★ Flip Knife,Tiger Tooth,7,fn,0,440.74,99935,99966,0.032,https://skin.club/en/cases/open/honey,6 days ago,433.74,6196.285714285715
Honey Case,7.0,Desert Eagle,Fennec Fox,5,ft,0,355.47,99890,99934,0.045,https://skin.club/en/cases/open/honey,6 days ago,348.47,4978.142857142858
Honey Case,7.0,★ Specialist Gloves,Foundation,7,ft,0,347.16,99843,99889,0.047,https://skin.club/en/cases/open/honey,6 days ago,340.16,4859.428571428572
Honey Case,7.0,★ Ursus Knife,Tiger Tooth,7,fn,0,312.86,99789,99842,0.054,https://skin.club/en/cases/open/honey,6 days ago,305.86,4369.428571428572
Honey Case,7.0,★ Moto Gloves,POW!,7,ft,0,210.03,99700,99788,0.089,https://skin.club/en/cases/open/honey,6 days ago,203.03,2900.4285714285716
Honey Case,7.0,AWP,Asiimov,6,ft,0,169.69,99586,99699,0.114,https://skin.club/en/cases/open/honey,6 days ago,162.69,2324.142857142857
Honey Case,7.0,AWP,BOOM,5,mw,0,107.74,99398,99585,0.188,https://skin.club/en/cases/open/honey,6 days ago,100.74,1439.142857142857
Honey Case,7.0,M4A1-S,Atomic Alloy,5,mw,0,52.85,98993,99397,0.405,https://skin.club/en/cases/open/honey,6 days ago,45.85,655.0
Honey Case,7.0,M4A1-S,Atomic Alloy,5,ft,0,39.9,97555,98115,0.561,https://skin.club/en/cases/open/honey,6 days ago,32.9,470.0
Honey Case,7.0,USP-S,Orion,5,mw,0,51.65,98576,98992,0.417,https://skin.club/en/cases/open/honey,6 days ago,44.65,637.8571428571428
Honey Case,7.0,AK-47,Aquamarine Revenge,6,ft,0,47.47,98116,98575,0.46,https://skin.club/en/cases/open/honey,6 days ago,40.47,578.1428571428571
Honey Case,7.0,AK-47,Asiimov,6,ft,0,29.55,96752,97554,0.803,https://skin.club/en/cases/open/honey,6 days ago,22.55,322.14285714285717
Honey Case,7.0,Desert Eagle,Ocean Drive,6,ft,0,21.07,95490,96751,1.262,https://skin.club/en/cases/open/honey,6 days ago,14.07,201.0
Honey Case,7.0,AWP,Elite Build,5,ft,0,16.03,93523,95489,1.967,https://skin.club/en/cases/open/honey,6 days ago,9.030000000000001,129.0
Honey Case,7.0,SSG 08,Dragonfire,6,mw,0,12.97,90430,93522,3.093,https://skin.club/en/cases/open/honey,6 days ago,5.970000000000001,85.2857142857143
Honey Case,7.0,Glock-18,Bullet Queen,6,ww,0,4.86,83180,90429,7.25,https://skin.club/en/cases/open/honey,6 days ago,-2.1399999999999997,-30.57142857142857
Honey Case,7.0,Sawed-Off,The Kraken,6,ft,0,4.09,73946,83179,9.234,https://skin.club/en/cases/open/honey,6 days ago,-2.91,-41.57142857142857
Honey Case,7.0,MP7,Abyssal Apparition,5,mw,0,3.87,62754,73945,11.192,https://skin.club/en/cases/open/honey,6 days ago,-3.13,-44.714285714285715
Honey Case,7.0,Negev,Power Loader,4,mw,0,3.13,49490,62753,13.264,https://skin.club/en/cases/open/honey,6 days ago,-3.87,-55.285714285714285
Honey Case,7.0,P250,Asiimov,5,ft,0,2.68,34527,49489,14.963,https://skin.club/en/cases/open/honey,6 days ago,-4.32,-61.71428571428571
Honey Case,7.0,Five-SeveN,Angry Mob,6,ft,0,2.64,18255,34526,16.272,https://skin.club/en/cases/open/honey,6 days ago,-4.359999999999999,-62.285714285714285
Honey Case,7.0,AWP,PAW,4,mw,0,2.12,1,18254,18.254,https://skin.club/en/cases/open/honey,6 days ago,-4.88,-69.71428571428571
Sparkles Case,80.0,AWP,Dragon Lore,6,ft,0,7059.14,99984,100000,0.017,https://skin.club/en/cases/open/sparkles_case,7 days ago,6979.14,8723.925
Sparkles Case,80.0,★ Butterfly Knife,Fade,7,fn,0,3988.04,99951,99983,0.033,https://skin.club/en/cases/open/sparkles_case,7 days ago,3908.04,4885.049999999999
Sparkles Case,80.0,M4A1-S,Knight,5,fn,0,3449.49,99913,99950,0.038,https://skin.club/en/cases/open/sparkles_case,7 days ago,3369.49,4211.862499999999
Sparkles Case,80.0,★ Karambit,Fade,7,fn,0,3068.5,99870,99912,0.043,https://skin.club/en/cases/open/sparkles_case,7 days ago,2988.5,3735.6250000000005
Sparkles Case,80.0,★ Butterfly Knife,Lore,7,mw,0,2337.18,99812,99869,0.058,https://skin.club/en/cases/open/sparkles_case,7 days ago,2257.18,2821.475
Sparkles Case,80.0,★ Karambit,Autotronic,7,ft,0,1795.66,99736,99811,0.076,https://skin.club/en/cases/open/sparkles_case,7 days ago,1715.66,2144.575
Sparkles Case,80.0,Glock-18,Fade,4,fn,0,1652.33,99653,99735,0.083,https://skin.club/en/cases/open/sparkles_case,7 days ago,1572.33,1965.4125
Sparkles Case,80.0,★ M9 Bayonet,Autotronic,7,mw,0,1330.71,99549,99652,0.104,https://skin.club/en/cases/open/sparkles_case,7 days ago,1250.71,1563.3875
Sparkles Case,80.0,★ Karambit,Lore,7,ft,0,1250.0,99437,99548,0.112,https://skin.club/en/cases/open/sparkles_case,7 days ago,1170.0,1462.5
Sparkles Case,80.0,★ Stiletto Knife,Fade,7,fn,0,900.14,99279,99436,0.158,https://skin.club/en/cases/open/sparkles_case,7 days ago,820.14,1025.175
Sparkles Case,80.0,★ Specialist Gloves,Crimson Web,7,mw,0,691.23,99069,99278,0.21,https://skin.club/en/cases/open/sparkles_case,7 days ago,611.23,764.0375
Sparkles Case,80.0,★ Bayonet,Lore,7,ft,0,487.98,98762,99068,0.307,https://skin.club/en/cases/open/sparkles_case,7 days ago,407.98,509.975
Sparkles Case,80.0,AWP,Chrome Cannon,6,fn,1,369.17,98342,98761,0.42,https://skin.club/en/cases/open/sparkles_case,7 days ago,289.17,361.46250000000003
Sparkles Case,80.0,AWP,Chrome Cannon,6,mw,0,105.27,86940,89932,2.993,https://skin.club/en/cases/open/sparkles_case,7 days ago,25.269999999999996,31.587499999999977
Sparkles Case,80.0,AK-47,Inheritance,6,fn,0,229.5,96715,97458,0.744,https://skin.club/en/cases/open/sparkles_case,7 days ago,149.5,186.875
Sparkles Case,80.0,AK-47,Inheritance,6,mw,0,138.27,94070,95528,1.459,https://skin.club/en/cases/open/sparkles_case,7 days ago,58.27000000000001,72.83750000000003
Sparkles Case,80.0,★ Huntsman Knife,Lore,7,fn,0,359.25,97907,98341,0.435,https://skin.club/en/cases/open/sparkles_case,7 days ago,279.25,349.06249999999994
Sparkles Case,80.0,M4A1-S,Printstream,6,mw,0,351.56,97459,97906,0.448,https://skin.club/en/cases/open/sparkles_case,7 days ago,271.56,339.45
Sparkles Case,80.0,★ Huntsman Knife,Damascus Steel,7,ft,0,158.45,95529,96714,1.186,https://skin.club/en/cases/open/sparkles_case,7 days ago,78.44999999999999,98.0625
Sparkles Case,80.0,Desert Eagle,Printstream,6,fn,0,117.9,92140,94069,1.93,https://skin.club/en/cases/open/sparkles_case,7 days ago,37.900000000000006,47.375
Sparkles Case,80.0,★ Shadow Daggers,Crimson Web,7,ft,0,115.89,89933,92139,2.207,https://skin.club/en/cases/open/sparkles_case,7 days ago,35.89,44.86250000000001
Sparkles Case,80.0,SSG 08,Blood in the Water,6,fn,0,65.08,80138,86939,6.802,https://skin.club/en/cases/open/sparkles_case,7 days ago,-14.920000000000002,-18.650000000000006
Sparkles Case,80.0,SSG 08,Bloodshot,5,mw,0,60.43,71121,80137,9.017,https://skin.club/en/cases/open/sparkles_case,7 days ago,-19.57,-24.46249999999999
Sparkles Case,80.0,M4A1-S,Chantico's Fire,6,mw,0,60.38,60031,71120,11.09,https://skin.club/en/cases/open/sparkles_case,7 days ago,-19.619999999999997,-24.52499999999999
Sparkles Case,80.0,AWP,Wildfire,6,ft,0,55.96,47255,60030,12.776,https://skin.club/en/cases/open/sparkles_case,7 days ago,-24.04,-30.049999999999997
Sparkles Case,80.0,Glock-18,Gamma Doppler,6,ft,0,49.86,33128,47254,14.127,https://skin.club/en/cases/open/sparkles_case,7 days ago,-30.14,-37.675000000000004
Sparkles Case,80.0,USP-S,Jawbreaker,5,fn,0,25.16,17337,33127,15.791,https://skin.club/en/cases/open/sparkles_case,7 days ago,-54.84,-68.55
Sparkles Case,80.0,AK-47,Point Disarray,5,mw,0,15.52,1,17336,17.336,https://skin.club/en/cases/open/sparkles_case,7 days ago,-64.48,-80.6
Blazing Jack Case,2.0,★ Huntsman Knife,Crimson Web,7,ft,0,178.36,99983,100000,0.018,https://skin.club/en/cases/open/blazing_jack,7 days ago,176.36,8818.0
Blazing Jack Case,2.0,AK-47,Bloodsport,6,fn,0,142.35,99958,99982,0.025,https://skin.club/en/cases/open/blazing_jack,7 days ago,140.35,7017.5
Blazing Jack Case,2.0,★ Gut Knife,Crimson Web,7,ft,0,118.24,99926,99957,0.032,https://skin.club/en/cases/open/blazing_jack,7 days ago,116.24,5812.0
Blazing Jack Case,2.0,USP-S,Kill Confirmed,6,mw,0,72.12,99870,99925,0.056,https://skin.club/en/cases/open/blazing_jack,7 days ago,70.12,3506.0
Blazing Jack Case,2.0,M4A4,Bullet Rain,6,fn,0,47.49,99781,99869,0.089,https://skin.club/en/cases/open/blazing_jack,7 days ago,45.49,2274.5
Blazing Jack Case,2.0,Desert Eagle,Code Red,6,mw,0,33.61,99653,99780,0.128,https://skin.club/en/cases/open/blazing_jack,7 days ago,31.61,1580.5
Blazing Jack Case,2.0,Desert Eagle,Crimson Web,4,mw,0,26.2,99486,99652,0.167,https://skin.club/en/cases/open/blazing_jack,7 days ago,24.2,1210.0
Blazing Jack Case,2.0,USP-S,The Traitor,6,mw,0,20.77,99272,99485,0.214,https://skin.club/en/cases/open/blazing_jack,7 days ago,18.77,938.5
Blazing Jack Case,2.0,M4A1-S,Cyrex,6,ft,0,16.97,99005,99271,0.267,https://skin.club/en/cases/open/blazing_jack,7 days ago,14.969999999999999,748.5
Blazing Jack Case,2.0,SCAR-20,Bloodsport,5,fn,0,8.21,98047,98646,0.6,https://skin.club/en/cases/open/blazing_jack,7 days ago,6.210000000000001,310.50000000000006
Blazing Jack Case,2.0,SCAR-20,Bloodsport,5,mw,0,4.85,95407,96566,1.16,https://skin.club/en/cases/open/blazing_jack,7 days ago,2.8499999999999996,142.49999999999997
Blazing Jack Case,2.0,SSG 08,Dragonfire,6,mw,0,12.98,98647,99004,0.358,https://skin.club/en/cases/open/blazing_jack,7 days ago,10.98,549.0
Blazing Jack Case,2.0,FAMAS,Styx,4,fn,0,7.92,97417,98046,0.63,https://skin.club/en/cases/open/blazing_jack,7 days ago,5.92,296.0
Blazing Jack Case,2.0,Glock-18,Vogue,5,mw,0,6.17,96567,97416,0.85,https://skin.club/en/cases/open/blazing_jack,7 days ago,4.17,208.5
Blazing Jack Case,2.0,FAMAS,Roll Cage,6,mw,0,4.14,93928,95406,1.479,https://skin.club/en/cases/open/blazing_jack,7 days ago,2.1399999999999997,106.99999999999997
Blazing Jack Case,2.0,FAMAS,Roll Cage,6,ft,0,1.92,75398,83818,8.421,https://skin.club/en/cases/open/blazing_jack,7 days ago,-0.08000000000000007,-4.0
Blazing Jack Case,2.0,AUG,Syd Mead,5,mw,0,3.63,92019,93927,1.909,https://skin.club/en/cases/open/blazing_jack,7 days ago,1.63,81.5
Blazing Jack Case,2.0,MAG-7,Heat,4,fn,0,3.09,89233,92018,2.786,https://skin.club/en/cases/open/blazing_jack,7 days ago,1.0899999999999999,54.5
Blazing Jack Case,2.0,MP7,Bloodsport,6,mw,0,2.28,83819,89232,5.414,https://skin.club/en/cases/open/blazing_jack,7 days ago,0.2799999999999998,13.999999999999986
Blazing Jack Case,2.0,P250,Nevermore,4,fn,0,1.82,64523,75397,10.875,https://skin.club/en/cases/open/blazing_jack,7 days ago,-0.17999999999999994,-9.0
Blazing Jack Case,2.0,USP-S,Check Engine,3,fn,0,1.02,36367,51292,14.926,https://skin.club/en/cases/open/blazing_jack,7 days ago,-0.98,-49.0
Blazing Jack Case,2.0,USP-S,Check Engine,3,ft,0,0.45,1,19087,19.087,https://skin.club/en/cases/open/blazing_jack,7 days ago,-1.55,-77.5
Blazing Jack Case,2.0,MAG-7,Insomnia,3,fn,1,1.21,51293,64522,13.23,https://skin.club/en/cases/open/blazing_jack,7 days ago,-0.79,-39.5
Blazing Jack Case,2.0,MAC-10,Carnivore,3,mw,1,0.49,19088,36366,17.279,https://skin.club/en/cases/open/blazing_jack,7 days ago,-1.51,-75.5
Spookz Case,3.0,AK-47,Inheritance,6,fn,0,229.5,99962,100000,0.039,https://skin.club/en/cases/open/pumkin-ter,7 days ago,226.5,7550.0
Spookz Case,3.0,★ Huntsman Knife,Damascus Steel,7,mw,0,184.05,99912,99961,0.05,https://skin.club/en/cases/open/pumkin-ter,7 days ago,181.05,6035.0
Spookz Case,3.0,USP-S,Printstream,6,fn,0,150.83,99850,99911,0.062,https://skin.club/en/cases/open/pumkin-ter,7 days ago,147.83,4927.666666666667
Spookz Case,3.0,★ Shadow Daggers,Damascus Steel,7,ft,0,101.58,99755,99849,0.095,https://skin.club/en/cases/open/pumkin-ter,7 days ago,98.58,3286.0
Spookz Case,3.0,Desert Eagle,Printstream,6,mw,0,60.03,99592,99754,0.163,https://skin.club/en/cases/open/pumkin-ter,7 days ago,57.03,1901.0000000000002
Spookz Case,3.0,M4A4,Temukau,6,mw,0,54.88,99413,99591,0.179,https://skin.club/en/cases/open/pumkin-ter,7 days ago,51.88,1729.3333333333333
Spookz Case,3.0,USP-S,Road Rash,4,mw,0,44.73,99192,99412,0.221,https://skin.club/en/cases/open/pumkin-ter,7 days ago,41.73,1390.9999999999998
Spookz Case,3.0,P90,Asiimov,6,fn,0,33.76,98896,99191,0.296,https://skin.club/en/cases/open/pumkin-ter,7 days ago,30.759999999999998,1025.3333333333333
Spookz Case,3.0,P250,Bengal Tiger,3,mw,0,16.21,98270,98895,0.626,https://skin.club/en/cases/open/pumkin-ter,7 days ago,13.21,440.33333333333337
Spookz Case,3.0,M4A4,Neo-Noir,6,mw,0,13.77,97522,98269,0.748,https://skin.club/en/cases/open/pumkin-ter,7 days ago,10.77,359.0
Spookz Case,3.0,P90,Death Grip,4,mw,0,8.36,96288,97521,1.234,https://skin.club/en/cases/open/pumkin-ter,7 days ago,5.359999999999999,178.66666666666669
Spookz Case,3.0,FAMAS,Mecha Industries,5,fn,0,7.04,94785,96287,1.503,https://skin.club/en/cases/open/pumkin-ter,7 days ago,4.04,134.66666666666666
Spookz Case,3.0,AK-47,Safety Net,4,fn,0,5.77,92911,94784,1.874,https://skin.club/en/cases/open/pumkin-ter,7 days ago,2.7699999999999996,92.33333333333331
